id,text
3982771774454337,"【#柯洁年内将战AlphaGo# 你看好谁赢？】国家体育总局棋牌中心党委书记杨俊安今天透露，如果不出意外，柯洁九段将在年内与“阿尔法狗”进行围棋“终极人机大战”，但是具体时间和地点待定。详细：http://t.cn/R5qm5sk"
3982773255527160,"奥斯卡动画导演制作的定格动画，据说用了4个月和千万张纸才完成的，有创意且非常酷！[赞]http://t.cn/Ryph3Q6"
3982773628477828,"【爸爸“吓唬一下”出意外，手一滑剪刀插入10岁女童太阳穴】3日晚，上海交通大学附属新华医院收治了一名剪刀插头的女童。经过及时救治，这名10岁女童已完全清醒，正在接受进一步治疗。据悉，事发时女孩边做功课边与弟弟打闹，其父亲想教育吓唬下孩子，结果手滑扔出手中的剪刀。http://t.cn/R5qQojS"
3982775515803497,"【此“方大同”比彼“方大同”成名早 郑州方大同胡辣汤商标被裁定无效】在郑州经营近3年的方大同胡辣汤店在郑州有一定知名度。去年5月，该店老板突然收到香港知名歌手方大同委托律师发来的函，说他的商标对方大同本人构成了姓名权侵害。近期，该商标最终被裁定属于无效商标。http://t.cn/R5qE605"
3982780683163258,"#万象#【女子发现未婚夫16年前老照片里有自己亲妈】浙江嘉兴的一对新人2015年经朋友介绍认识，婚礼前一周，两人正在家里整理儿时的照片，准备在婚礼那天投放到现场的大屏幕。当新郎翻出一张16年前的照片，新娘惊讶的发现老公背后的那个人竟是自己亲妈。http://t.cn/R5qQmmG 网友：缘，妙不可言。"
3982780800620955,"【父亲代替儿子异地相亲 见10个对象花13万】王先生有两个儿子，大儿子27岁，小儿子25岁，都没对象。为此，王先生替大儿子到广西相亲，一星期花费5万见了10个女孩。相中一个女孩付了7万元彩礼后，王先生才发现准儿媳自称21实际才16，王先生认为被骗婚随即报警。广西新闻网"
3982780805398603,"【晚安心语】你开心的时候第一个想到的那个人，一定是你最爱的人。难过的时候想到的第一个人，一定是最爱你的人。如果你想到的是同一个人，好好珍惜吧。"
3982780817400673,"#夜视点#【每个人都会死，但不是每个人都曾活过】人生最大的遗憾是什么？几乎所有人的回答，都不是他们做过的事，而是关于他们想做而没有去做的事没——没冒过的险，没追过的梦……分享饶舌诗人Prince Ea的短片，可怕的并非死亡，而是从未真正活过。 http://t.cn/RqWjymx"
3982784882238474,"【都是“Lu”家人，路虎却把陆风告上了法庭……】6月3日，路透社报道称，有据知情人士表示，捷豹路虎正起诉中国江铃汽车公司，指控该公司的SUV陆风X7涉嫌抄袭路虎揽胜极光（Range Rover Evoque）的车型设计。对于此次路虎在国内起诉陆风，有专家表示可能是一场持久战。你怎么看？http://t.cn/R5qBYJH"
3982788354737864,"#晚安中国#有人说，如果你很想要一样东西，就放它走。如果它回来找你，那么它永远都是你的。要是它没有回来，那么不用再等了，因为它根本就不是你的。"
3982790116997486,"【TED：睡眠不足会发生什么？[吃惊]】每个人都会有熬夜的经历，但你知道熬夜的危害吗？短期来说，睡眠不足会导致学习能力和反应能力下降；长期来看，还会增加肥胖和糖尿病的几率！看完这个视频，你还敢熬夜吗？http://t.cn/Rq3n9Fn"
3982792544493101,"#未来世界#【再也不怕空难了！这项新专利有点神奇】坐飞机的时候，总是担心飞机的安全性？乌克兰的一位工程师提出了一项新专利：飞机客舱和驾驶舱是分离的。在出现紧急事故时候，可以将客舱和机身分离，机身上方会有降落伞、机身下方会有充气垫防护。http://t.cn/R5G1vcr 可是，驾驶员怎么办[疑问]"
3982795653352743,"【重庆3名女大学生组成“叫早女神团”：叫起床 陪打球[围观]】重庆某大学三名女生近期因为同学提供叫早服务，在校园走红。除了叫早服务外，她们还帮拿快递、代买午饭、陪打球、陪打LOL……一个月下来零食钱是够的。但她们说这不仅仅是获得报酬，更多的是一种乐趣。华商网"
3982795913166302,"#晚安# 人生嘛，就是笑笑别人，顺便再让别人笑笑。"
3982803459222963,"【4分钟高效腰腹核心训练 今年夏天炫腹靠它了 ！[鼓掌]】国内外健身房必练的减腹课程，配上音乐，更能坚持！隔天练习即可！现在马走，1个月马甲线必须有 ！http://t.cn/RqSmSKS全球健身中心"
3982805223934056,"#万象#【老人取钱被让证明是自己 派出所给银行差评】八旬老人拿存折取款时，因身份证号码不一致，被银行要求到派出所开具“我就是我的证明”。原系银行工作人员失误，将老人身份证号码输错导致与开户号码不符。户籍民警在开具证明时吐槽银行服务，并打出“差评”帮老人取到钱。http://t.cn/R5qfuzE"
3982896198465899,"#热点#【“史上最严”高考将临 多地部署严防大学生替考】还有两天就是高考了，去年江西南昌的“高考替考事件”震惊全国，为确保今年的高考安全，杜绝替考现象发生，多地出招严防大学生离校充当高考“枪手”。宁夏逐一确认离校学生去向，湖北规定原则上不允许学生请假等。http://t.cn/R5qsgis"
3982901600896072,"#猴年马月真到了#【“遥远的日子”，今天开始！】根据节气历，猴年12年一个轮回，马月12个月一个轮回，“猴年马月”每12年才出现一次。今天（芒种）至7月3日（小暑前夕），就是传说中的“猴年马月”！ 你准备好了吗？网友：实现愿望指日可待呢[偷笑]"
3982909654794102,"【薄荷叶可以自制空气清新剂？仅需5步哦！[噢耶]】①将新鲜的薄荷叶洗净控干，切成碎末；②将这些碎薄荷叶放入罐子中，稍微压一压；③向装有薄荷叶的罐子里面倒入浓度为95%的酒精液体进行浸泡；④盖住瓶盖，浸泡一周；⑤将泡好的溶液，加水稀释使用。水和溶液的比例为3:1。如此简单易学，火速收藏！"
3982911667719947,"#今天世界环境日#【保护环境 我们还有很多能做的…】“随手关灯，别浪费水，保护环境”，这些也许都是你从小听到大的话。除此之外，我们还能为环境做些什么？爱护我们赖以生存的环境，你是不是也感到有想法却没方法？转起学习↓身体力行，保护环境，不止在今天！"
3982915047729803,"【新浪新闻视频直播“亚洲最大高考工厂”出征仪式】毛坦厂是安徽的一座僻静小镇。这座小镇因一所被称作“亚洲最大高考工厂”的中学闻名。每年高考前，毛坦厂中学都会为高三考生举办出征仪式，近万名考生乘坐大巴浩浩荡荡地奔赴高考“前线”。新浪正视频直播今年的出征仪式，快来看http://t.cn/R5G6wCy"
3982916696002618,"【早啊！新闻来了〔2016.06.05〕】①王毅会见潘基文：中国不会向任何暴恐势力低头；②北京首次动用特警完成高考试卷押运入京；③京津冀今年年底将实现交通一卡通；④今日芒种，今日至7月3日为“猴年马月”……更多↓↓↓ http://t.cn/R557WSP"
3982916700434557,"【曦之韵】最好的爱情，让你不断完善自身，却不用丢了自己。"
3982916701251642,"#天气#【雷雨频繁，上午天晴也别掉以轻心】一天中，上午晒晒热热，下午一秒天黑[笑cry]。。。据@广州天气 预计未来几天广州天气仍然不稳定，雷雨君分分钟来敲门，亲们要注意做好防风防雷防雨的准备哦，就算出门也别忘记先把衣服收进来，关好门窗！"
3982917023195748,"【缘分！#新娘发现新郎16年前照片里#竟有自己妈妈】29日晚，浙江嘉兴一对新人在婚礼前整理儿时照片，当新郎翻出一张16年前的照片时，新娘发现老公背后的那个人竟是自己妈妈！据悉，照片是新郎14岁去无锡灵山祈福时拍下的。新郎：""原来这16年，等的就是你呀！""网友：太神奇！看图↓http://t.cn/R55wsOV"
3982918205861611,"【申城今天晴到多云，气温回升至26度】申城周末两天都下雨的魔咒终于被打破了，今天上午开始天空状况慢慢转好，阳光时隐时现，为晴到多云的天气，筒子们可以放心出门啦。温度方面相比昨日同期回升明显，为19~26度，温差还是比较大的，出门的时候记得带个外套，不要着凉感冒了哦。@上海发布"
3982923415283558,"#那年今日#【7年了，你还记得话筒前的罗京吗】他的名字随着《新闻联播》走进千家万户，他创造了25年无差错播报的佳绩，他连续5年被评为央视最佳播音主持人，他在去世前半年仍带病工作……2009年的今天，央视主播罗京因病逝世，终年48岁。如今，你还记得他不苟言笑的面庞和明亮磁性的声音吗？转发怀念！"
3982924250147711,"#早安#【戛纳青年导演片展短片《适得其所》】世界上总会有一个地方，属于你。周日早安。http://t.cn/RqY0Cu8"
3982924251097159,"【94岁高龄仍坚守手术台，你愿意为他点赞吗？[心]】“中国肝胆外科之父”吴孟超，如今已是94岁高龄，却仍坚持每周亲自主刀多台高难度的肝胆手术，坐堂周二上午的专家门诊，主持肝胆外科医院院长日常事务，还亲自带教多名研究生…吴老说：“为人民服务，是一生的信仰！”转发，致敬！[赞] 中国新闻网"
3982925256748544,"【今天，猴年马月真的来啦】6月5日，正式进入传说中的“猴年马月”！根据中国历法，猴年，12年一个轮回；马月，就是农历5月，所以“猴年马月”12年才会等到一次。今年是6月5日至7月3日，而下一次就要到2028年了！“猴年马月”都来了，拖延的事总该动手了吧！转发微博，努力，让期待已久的愿望成真！"
3982925558580037,"【#孕妇临产遇电梯停电# 护士将她从26楼抬下[心]】2日，郑州一孕妇在家中破水需救助。由于电梯停电，刚值了一整夜班的医护人员决定扛着救护设备爬上26层，再把重约150斤的孕妇抬下来，当下来时已累得直不起腰，衣服全被汗水打湿。最终，母子平安。敬可爱的急救人，你们辛苦了![赞]http://t.cn/R552rMF"
3982926468863661,"【新浪新闻视频直播“亚洲最大高考工厂”出征仪式】在毛坦厂中学校门外，万余名家长与居民夹道欢送今年的高考考生们奔赴“前线”，以至于当地需要出动警车为送考大巴开道。每辆大巴缓缓驶出时，路边的家长都卖力地挥舞手中的旗子，喊着加油的话语，不论车上是否有自己的孩子。更多精彩细节快来看<万人送考！新浪视频直...>"
3982926771619592,"【躺着月入1.6万，吃奶的娃也有8000！羡慕死人不偿命】当地时间今天（5日），瑞士将举行一项让全世界都羡慕的公投——是否给每位成年公民每月无条件发放2500瑞郎（约合人民币16800元）的生活费。未成年人也有望每月收到1250瑞郎（约合人民币8300元）。但是，公投真的会通过吗？http://t.cn/R55L2kq"
3982928763167008,"【今日，此刻，你愿为受伤的它们，转发倡议吗？】它们，本与我们共享同一个地球，但是，因为环境污染，因为有的人随意丢弃垃圾，它们正惨遭折磨[泪]看看这些图片，保护环境，不要乱扔垃圾！#今天世界环境日#，一起传递！"
3982928776351347,"【今天，#猴年马月真的来啦#】6月5日，正式进入传说中的“猴年马月”！根据中国历法，猴年，12年一个轮回；马月，就是农历5月，所以“猴年马月”12年才会等到一次。今年是6月5日至7月3日，而下一次就要到2028年了！“猴年马月”都来了，拖延的事总该动手了吧！转发微博，努力，让期待已久的愿望成真！@人民日报"
3982930361167575,"对于未知的日子，今天是你最年轻的时间了，奋斗吧骚年[心]早安~"
3982931800296160,"【高考期间 强降雨或影响考生赴考】昨天，气象台早上还在发布高温黄色预警，到了下午就发布暴雨黄色预警和雷雨大风黄色预警了。预计未来几天，广州天气仍然不稳定，高考期间(7日-9日)出现大范围高温的可能性小，有利于考生发挥学业水平，但强降雨和强对流天气可能影响考生赴考。http://t.cn/R5qFmcp"
3982931959580238,"【直播录像丨安徽毛坦厂中学：“高考工厂”考生出发，万人送考】5日8点08分，毛坦厂中学近30辆大巴车运送即将参加2016年高考的高三考生前往六安，近万名考生家长和各界人士在马路两边夹道欢送。该校成立于1939年，截至2015年11月，教职工780余人，教学班200多个，在校生近2万人。http://t.cn/R55wixJ"
3982933058381580,"【太霸气！据说最近流行全虾宴……[馋嘴]】吃虾季到了，不少虾馆都推出了规模庞大的“全虾宴”，将姜辣虾、蒜蓉虾、油焖虾、清蒸虾、番茄虾等十多种口味的小龙虾拼放在大圆桌上，吃起来既方便也有气势。武汉汉口一家虾馆“全虾宴”20斤起售，价格在1888元。哎，小编吃不起啊[委屈]http://t.cn/R5bYbeh"
3982936392347058,"【[推荐]提醒：下周，周四至周六，放假！（附最新版放假安排）】今年还剩哪些假期？①端午：6月9日-11日放假，12日上班 ②中秋：9月15日-17日放假，18日上班 ③国庆节：10月1日-7日放假，10月8日、10月9日上班。快记下！转存！"
3982937085430195,"【老人取钱需证明“我是我” 派出所给银行差评！】2日，一名近八旬大爷在湖北房县某银行取款，可工作人员称他身份信息不对，要派出所开证明。 民警发现大爷身份证没问题，随后在证明回执单上吐槽：“自己工作失误，为何要把群众推到派出所？差评！”最终，这张差评回执帮老人取到了钱。（楚天都市报）"
3982939349592528,"【“龌龊男”7入女厕搞偷拍 被抓现行仍理直气壮】据云南警方 昆明一男子7次进入女厕偷拍被抓现行，面对质问居然理直气壮：“就是我偷窥的！”面对民警调查，他依然没有半分羞耻之心。直到家人训斥、警察讲解法律，他才意识到事情的严重性。最终，该男子被警方依法行政拘留10日，并处罚金500元。"
3982939349593093,"【终于等到你！猴年马月真到了！】根据节气历，猴年12年一个轮回，马月12个月一个轮回，“猴年马月”每12年才出现一次。今天（芒种）至7月3日（小暑前夕），就是传说中的“猴年马月”！梦想总得有的，说不定到“猴年马月”就实现了呢！[doge]@央视新闻"
3982941111826852,"【今日，芒种】“五月节，谓有芒之种穀可稼种矣。”①今天13时49分，太阳到达黄经75度，芒种至；②“芒种”是指小麦成熟，麦粒饱满，麦秆上长出长长的麦芒；③此时节气温升高，天气炎热，长江中下游地区进入梅雨时节，潮湿闷热；④芒种时节梅子成熟，又到青梅煮酒时。炎夏将至，你感受到了吗？"
3982943195640667,"【#爸爸吓唬一下出意外# 剪刀插入女儿太阳穴】3日晚，上海一医院收治了一名剪刀插头的女童。经过专家进行开颅手术，手术非常成功，女孩身体已无大碍。据悉事发时女孩边做功课边与弟弟打闹，在一旁洗鸡的父亲本想教育吓唬一下孩子，不想手滑竟然扔出了手中的剪刀。妈妈咋说？↓http://t.cn/R554JAC"
3982944592520676,"#微感动#【用爱撑起家[心]】丈夫因病瘫痪，公婆年迈儿子年幼，弟弟智力不足，她每天天不亮起床洗衣做饭，再帮丈夫起身，还要照顾儿子、公婆、弟弟，打工赚钱…坚持至今20年！如今儿子已工作丈夫病好转，全家入选“全国最美家庭”。四川妻子王晓红用爱做家的顶梁柱[赞]（央视记者郑波 图由绵阳台提供）"
3982945557093087,"#中国维和部队遇袭#【遇难维和战士最后朋友圈曝光 家人多次问在不在】当地时间5月31日，联合国驻马里维和人员营地遭遇恐怖袭击，造成中国维和人员一人牺牲、五人受伤。遇难维和士兵申亮亮的身份已经公开。为了不让母亲牵挂，申亮亮曾多次让家人不要提他在马里的事。出事后，家人在微信中多次问“在不在”，但已没有了回答。遇难维和战士最后朋友..."
3982946899571072,"#嗨，生活#【高考期间，吃什么最好？】高考期间，家长最关心的8个饮食问题，#2016年高考加油#，[来]来，一起看看专家是怎么解答的！@华西都市报"
3982947176223586,"【深圳一派出所发全英文告示，“领导说改革不要怕犯错”】近日，深圳南山分局蛇口派出所发出的一份全英文公告。公告以十分严肃的语气要求辖区外籍人员到所内登记，而被网友称为“最霸气英文告示”。也有网友指出告示中的英文语法不规范，有地方使用的是“中式英语”。http://t.cn/R5542pN封面新闻"
3982948912953163,"【给高超医术点赞！医生将新生儿冻至“死亡” 补心后起死回生】新生儿芸芸出生2周体重仅2公斤，患4种致命心脏疾病。1日，川大华西医院的医生把芸芸冷冻至呼吸心跳停止，全身血液抽出，新陈代谢几乎为零，仅用26分钟完成限时手术，最终给了芸芸一个完整的心脏。孩子正逐步恢复。http://t.cn/R5Gc05p"
3982950984503935,"【父亲代替儿子异地相亲 见10个对象花13万】王先生有两个儿子，大儿子27岁，小儿子25岁，都没对象。为此，王先生替大儿子到广西相亲，一星期花费5万见了10个女孩。相中一个女孩付了7万元彩礼后，准儿媳却不愿走了，王先生立马报警。咋回事？↓http://t.cn/R55GF6a"
3982951216043941,"【四川游船沉没乘客名单公布 多为一家三口】四川白龙湖游船沉没后续：1、人获救，其中3人经抢救脱离生命危险；1人（小孩）抢救无效不幸罹难。其余14人下落不明。2、事发时，白龙湖水域突遇强烈阵风，船体偏右、船头朝下倾覆。3、事发船只为私人所有，事发时船主一家三口均在船上。其他乘客都是和船主互相认识的朋友。网页链接"
3982954444778149,"【考生赶考遇堵记得找阿Sir 广州四千交警上路提供保障】高考期间出行要注意了，广州有29个考场在考前30分钟实行临时交通管制。考生赶考如遇到困难，可通过拨打“110”、现场找民警和通过微博 @广州交警 三种途径求助。必要时，警察叔叔会开警用摩托车接送考生，并用警车开道。http://t.cn/R5qFmxC"
3982954449945066,"【东濠涌出现群鱼】昨日，广州东濠涌中山路段出现成群鱼儿，长度不一，最长者在20厘米左右。有市民告诉记者，昨天上午经过东濠涌小东门桥附近，发现水里较平时多出很多鱼，并呈小群出现，仅在该段就有200条以上。这位市民猜测，这些鱼很可能因最近下雨无意中游到东濠涌。http://t.cn/R55qkIj"
3982955707611383,"【昆明7万中考考生1万人获加分遭质疑 教育局：都有依据】据央广网4日报道，昆明市各区县教育局近期公示中考加分名单及分值、加分项目。其中7万多名考生中有11229人加分，占到总人数的15%，因而受到广大学生家长质疑。对此，昆明市教育局回应，加分项目都有依据，今年加分政策不会改变。（央广网）"
3982956961454627,"【湖北一银行让八旬老人证明“我是我”，派出所给银行“差评”！】在湖北房县，某银行工作人员失误，把一位老人身份证号输错。老人取款时，因号码不一致，被要求证明“我就是我”。近日，当地派出所开了证明并质问：你们自己造成的错误，为什么有问题都往派出所推？并打上差评。http://t.cn/R5q5ApE"
3982956965733498,"#老公16年前照片里有自己亲妈#！[围观]】浙江嘉兴的一对新人，新娘25岁，新郎30岁，2015年经朋友介绍认识。5月29日，在他们婚礼前一周的那个晚上，小两口正在家里整理儿时的照片，新郎翻出一张16年前的照片，新娘发现老公背后的那个人竟是自己亲妈！这缘分！太妙了！@都市快报"
3982957225468681,"【#男子盗数百女性内衣落网# 称""每晚必须看着才能入睡""[汗]】广州白云检察院4日称，检察院近日审查批准逮捕了涉嫌盗窃罪的犯罪嫌疑人李某某。李某某自2015年8月开始盗窃内衣，并将盗窃回来的内衣裤放置床头，""每晚必须看着才能入睡""。有女性已被连续盗窃30多次内衣裤。[晕]↓http://t.cn/R5553Ow"
3982959482419109,"【国务院促进民间投资健康发展督查：民间投资信心不足成问题】近期，国务院促进民间投资健康发展专项督查系统发现了的问题包括，市场需求不振、部分行业产能过剩，民间投资信心不足。部分政策配套措施不完善、落实不到位。民营企业资金、人力、水电等成本居高不下，投资意愿不足。http://t.cn/R55tRPd"
3982960639763897,"【希拉里炮轰特朗普：我们在选总统而非独裁者】希拉里称，对特朗普的政治话语基调感到惊骇诧异，暗示他偏离民主原则。她表示：“我们是在选总统，不是独裁者。”详见：http://t.cn/R55400h #2016美国大选#"
3982962854333647,"【“猴年马月”今天开始！下一次要等2028年，到时你多大[思考]】猴年12年一轮回，马月也是12个月一轮回，凡猴年必有一个月是马月。今天，本轮“猴年马月”正式开始！7月3日结束，下一次，则要等到2028年了！算算到时，你多大了？别再等了！梦想和愿望抓紧去实现吧！转[心]http://t.cn/RLPl8kQ"
3982963258098789,"【中国钢贸史上首遇“337调查” 40家企业应诉截止时间不到两周】5月26日，美国国际贸易委员会正式启动对40家中国企业在部分钢材产品上不公平竞争行为的“337调查”。这是中国钢贸史上首遇“337调查”，若相关企业6月16日前仍未应诉，部分碳钢和合金钢产品将永久失去美国市场。http://t.cn/R55GFA2"
3982964096206753,"【人民日报刊文：有领导在换届前有点“蔫”，怕干得太猛丢选票】文章称，有个县领导过去做事风风火火，经常自我加压，高标准、严要求，最近却有点“蔫”。原来今年是换届年，他心情复杂，干多了怕出错，这个节骨眼上输不起，因此想缓缓气、歇歇脚。“敏感”时刻，有的人信奉“多做多错、少做少错、不做不错”，主动“慢作为、少作为、不作为”。人民日报刊文：有领导..."
3982964767116573,"【如果现在全世界的人类瞬间消失... 地球会变成啥样？】 这世上也许不存在 “世界末日”...  没有人类，地球可以过得很好...甚至更加生机盎然。 以至于很多年后甚至连人类文明曾经存在过的痕迹都会消失殆尽... 但是没有地球，人还去哪呢？    一个视频，推荐给大家看...... http://t.cn/R5qVrLC"
3982965224109137,"【#龌龊男7入女厕搞偷拍# 被抓现行仍理直气壮】据云南警方称，昆明一男子7次进入女厕偷拍被抓现行，面对质问居然理直气壮：“就是我偷窥的！”面对民警调查，他依然没有半分羞耻之心。直到警察干了一件事，他才意识到事情的严重性。警察咋治服他的？↓http://t.cn/R55VC2G"
3982965773812200,"【朱军居然赶超了周杰伦 以前靠才艺吃饭的明星现在都在做这个】6月3日，北京保利2016春拍上，央视主持人朱军的水墨画《牧羊女》拍出了130万元，比肩许多专业级当代画家。其实，亲自作画并公开拍卖的明星不只朱军，小编就来扒一扒，明星大咖们的作品值多少钱？  还有周杰伦哦。http://t.cn/R55VYET"
3982967027592621,"【为了结婚，拼了！湖北新人暴雨中举行婚礼】6月2日，咸宁崇阳县洞泉村人王章涛和游家村人汪欢欢办了一场难忘的水中婚礼。当天当地遭遇大暴雨，两村间被两处洪水阻断，然而为了这场婚礼，大家都拼了！小王说，他和老婆是初中同学，“初二时，我就暗恋她了！”@楚天都市报 http://t.cn/R5GG96l"
3982969297270535,"【阿里遗产争夺战已打响】就当大家为拳王阿里昨日去世而哀悼时，对他的遗产争夺战已经打响。英国《每日邮报》4日报道，他的4任妻子和9个孩子已开始争夺其约8000万美元（约5.2亿元人民币）的遗产。阿里的拳击生涯收入数千万美元，凭1980年击败拉里・霍姆斯一战就赢得790万美元。（每经实习记者 王嘉琦）"
3982969548864666,"【乡村稻田“冒怪烟”引数百城里人驾车围观 村民：就是虫子在飞有啥稀奇】近日事发重庆某村，一块稻田里每晚都会冒出“白色烟雾”，每天都有上百人自驾来观看。经农业专家辨认，所谓“怪烟“就是一群稻飞虱。专家还称，这现象在农村生活过的都应该知道。当地村干部称，希望大家别再来了。重庆晚报 稻田冒怪烟 每天数百..."
3982969549391215,"9种经典排骨做法，馋了吗？中午来一份！包你食过返寻味！[花心]By美食美客DIY"
3982970547032739,"【奇！水中公路[吃惊]】近日，因持续降雨，中国最大淡水湖鄱阳湖水位连续上涨，导致永吴公路大湖池段被水覆盖，犹如在水中通过。这段公路其实是专门修建的“过水路面”，正常使用时，在汛期允许有水流浸过路面，路基还有防冲刷设计。↓↓↓有多少人想起《千与千寻》？"
3982972820582615,"【缘分啊！新娘发现新郎16年前照片里，竟有自己妈妈[心]】5月29日晚，浙江嘉兴一对新人，在婚礼前一周，整理儿时照片时，新郎翻出一张16年前的照片，新娘发现老公背后的那个人，竟是自己妈妈！据悉，新娘25岁，新郎30岁，是在2015年经人介绍认识的。新郎：“原来这16年，等的就是你呀！”@都市快报"
3982976112687070,"【机票分销市场“去代理化”成趋势】南航、海航等航空公司发布消息，称从7月起执行新的销售代理协议，国内客票代理手续费将改为按航段定额支付，原有国内附加费(Z值)和奖励代理费(国内后返)将暂停使用，代理向平台投放票源也将被严禁。此举也意味着资质较差的中小票代将面临洗牌。http://t.cn/R55795I"
3982976909368669,"【[话筒]北京警方调查初三学生投毒事件】@平安北京 今日上午回应称，针对东城区某中学一学生在学校期间饮用被同学投放化学物质饮料中毒的情况，警方已介入，正在抓紧调查中。此前，校方回应称这只是“同学间的玩笑”。http://t.cn/R55MT1o"
3982977014661984,"#乐享时光# 李宗盛《漂洋过海来看你》现场版，“多盼能送君千里，直到山穷水尽，一生和你相依”[可爱]。http://t.cn/R5qA8Il"
3982977099122704,"#周末分享#【如果人类瞬间消失，地球会变成啥样？】 这世上也许不存在 “世界末日”。但是，你能想象没有人类的地球吗？这部短片告诉我们：没有人类，地球可以过得很好。但是没有地球，人还去哪呢？http://t.cn/R5qVrLC"
3982978490788397,"#拍案#【揭秘黄光裕减刑案细节:减刑幅度比普通罪犯更小】5月31日，北京法院宣布对黄光裕减去有期徒刑11个月。黄光裕已两次获减刑，第一次由北京市监狱提出建议，第二次由北京市第二监狱提出建议。知情人士表示，黄光裕这样的减刑间隔期和减刑幅度比普通罪犯减刑频率更慢一些、幅度更小一些。黄光裕减刑细节:减刑..."
3982979812366962,"【视频教程！薄荷叶可以自制空气清新剂？仅需5步哦！】①将新鲜薄荷叶洗净控干，切成碎末 ②将碎薄荷叶放入罐中，稍微压一压 ③向装有薄荷叶的罐子里倒入浓度为95%的酒精液体进行浸泡 ④盖住瓶盖，浸泡一周 ⑤将泡好的溶液，加水稀释使用。水和溶液的比例为3:1。@央视财经 http://t.cn/R55c04M"
3982980118344344,"【我们读书吧[推荐]】时值6月，2016年已过去近一半，今年你读了几本书了？9本值得阅读的好书，转发分享！@央视新闻"
3982980868966654,"【国家队对A股再“举牌”】2015年7月开始，牵头救市的两家国有金融机构，连续3个月在沪深股市持有的股份占A股流通股总市值由4.6%升至5.6%，截至2016年4月29日仓位又增加到占沪深两市流通市值的9.38%。从这次股灾之后持仓增加了一倍以上表明：国家队已对A股再“举牌”。http://t.cn/R55x1kq"
3982982131564367,"#周末分享#这张图已在网上疯传。问：除了砖墙以外还能看见什么？人的视觉受意识影响，先入为主，没入的东西再明显也看不见。但是，一旦看见了，就再也看不回去了。提示：这是一个实在的东西（商店可以买到，可以拿在手上的），不是什么模糊图像。如果你看到了，别忘告诉小编哦。[嘻嘻]（图自网络）"
